<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
VOW3-TDG;D;16.04.2020;0:00:00;118.7800000;120.4600000;115.9000000;117.1400000;1460108
VOW3-TDG;D;17.04.2020;0:00:00;121.5000000;124.8400000;120.4000000;124.6000000;2252321
VOW3-TDG;D;20.04.2020;0:00:00;126.6000000;127.9400000;122.8000000;124.7400000;1313703
VOW3-TDG;D;21.04.2020;0:00:00;121.3800000;121.7400000;116.2400000;116.5000000;1558544
VOW3-TDG;D;22.04.2020;0:00:00;118.0000000;119.7600000;115.7200000;118.7800000;981400
VOW3-TDG;D;23.04.2020;0:00:00;120.0000000;122.4400000;118.0600000;121.1400000;826094
VOW3-TDG;D;24.04.2020;0:00:00;118.1000000;120.4000000;116.7800000;117.3600000;1031480
VOW3-TDG;D;27.04.2020;0:00:00;122.1000000;122.9200000;119.6600000;122.9200000;919238
VOW3-TDG;D;28.04.2020;0:00:00;123.0800000;128.9400000;122.6600000;126.0200000;1735902
VOW3-TDG;D;29.04.2020;0:00:00;127.6000000;136.8000000;126.3000000;133.3200000;1995229
VOW3-TDG;D;30.04.2020;0:00:00;134.6200000;136.6000000;126.5600000;128.2200000;1748766
VOW3-TDG;D;04.05.2020;0:00:00;125.0800000;125.5200000;120.3200000;121.0400000;1551043
VOW3-TDG;D;05.05.2020;0:00:00;124.1200000;127.3600000;123.3000000;127.2000000;1159996
VOW3-TDG;D;06.05.2020;0:00:00;127.0000000;128.3000000;125.7400000;126.8600000;987870
VOW3-TDG;D;07.05.2020;0:00:00;127.8200000;128.8400000;126.6400000;127.1400000;864130
VOW3-TDG;D;08.05.2020;0:00:00;129.2200000;129.9800000;127.7400000;128.9200000;824728
VOW3-TDG;D;11.05.2020;0:00:00;130.2400000;131.4800000;125.8400000;127.3000000;920565
VOW3-TDG;D;12.05.2020;0:00:00;126.5000000;128.2600000;125.7800000;127.1800000;792324
VOW3-TDG;D;13.05.2020;0:00:00;125.0000000;125.2000000;119.4400000;119.8400000;1064920
VOW3-TDG;D;14.05.2020;0:00:00;117.9000000;118.5800000;111.1000000;116.4200000;1726227
VOW3-TDG;D;15.05.2020;0:00:00;118.3000000;123.1800000;118.2000000;121.2400000;1413756
VOW3-TDG;D;18.05.2020;0:00:00;124.5400000;132.2000000;124.2400000;131.9200000;1972579
VOW3-TDG;D;19.05.2020;0:00:00;132.4000000;133.6000000;128.1600000;132.2600000;1510312
VOW3-TDG;D;20.05.2020;0:00:00;131.2600000;134.2600000;128.3600000;133.5000000;1464483
VOW3-TDG;D;21.05.2020;0:00:00;131.7400000;134.7200000;130.4200000;132.4800000;1071433
VOW3-TDG;D;22.05.2020;0:00:00;129.4400000;135.1800000;128.3400000;132.7800000;1459204
VOW3-TDG;D;25.05.2020;0:00:00;134.5000000;134.5000000;131.1600000;133.9600000;1069802
VOW3-TDG;D;26.05.2020;0:00:00;135.0000000;137.8000000;134.0000000;136.8400000;1429511
VOW3-TDG;D;27.05.2020;0:00:00;137.2400000;146.7000000;136.9800000;140.1200000;2694080
VOW3-TDG;D;28.05.2020;0:00:00;142.6000000;142.7800000;133.9400000;137.2200000;2195258
VOW3-TDG;D;29.05.2020;0:00:00;134.3600000;134.6200000;131.5000000;132.1000000;1379904
VOW3-TDG;D;02.06.2020;0:00:00;135.9000000;141.9800000;134.7600000;140.1000000;2530303
VOW3-TDG;D;03.06.2020;0:00:00;141.8400000;144.3200000;141.3600000;143.1200000;1805128
VOW3-TDG;D;04.06.2020;0:00:00;139.5000000;144.4400000;137.5400000;141.5200000;1894802
VOW3-TDG;D;05.06.2020;0:00:00;144.2800000;150.7200000;144.0600000;148.9800000;2374949
VOW3-TDG;D;08.06.2020;0:00:00;148.0000000;155.5400000;147.6600000;148.5000000;1861619
VOW3-TDG;D;09.06.2020;0:00:00;148.6000000;150.1200000;141.4200000;145.7200000;1607953
VOW3-TDG;D;10.06.2020;0:00:00;146.9600000;148.2800000;141.9600000;143.1800000;1267379
VOW3-TDG;D;11.06.2020;0:00:00;139.3400000;139.6800000;132.2400000;132.4200000;2159550
VOW3-TDG;D;12.06.2020;0:00:00;131.8800000;138.0000000;130.8600000;133.9600000;1572192
VOW3-TDG;D;15.06.2020;0:00:00;130.0000000;137.5800000;129.9000000;136.3600000;1361303
VOW3-TDG;D;16.06.2020;0:00:00;141.4800000;141.7400000;133.9800000;136.5800000;1979567
VOW3-TDG;D;17.06.2020;0:00:00;136.6200000;138.2200000;132.3200000;134.1400000;1534483
VOW3-TDG;D;18.06.2020;0:00:00;133.4000000;135.8400000;131.2000000;132.5800000;1432590
VOW3-TDG;D;19.06.2020;0:00:00;134.1600000;134.3800000;130.0600000;130.6800000;2308631
VOW3-TDG;D;22.06.2020;0:00:00;128.8000000;131.8200000;127.7600000;130.2800000;962883
VOW3-TDG;D;23.06.2020;0:00:00;130.8000000;136.7600000;130.4000000;135.5600000;82829
VOW3-TDG;D;24.06.2020;0:00:00;135.6000000;137.3400000;129.4000000;130.7000000;78119
VOW3-TDG;D;25.06.2020;0:00:00;130.3000000;134.5800000;127.5800000;134.5200000;65805
VOW3-TDG;D;26.06.2020;0:00:00;134.4400000;136.2600000;132.6000000;132.9000000;57321
VOW3-TDG;D;29.06.2020;0:00:00;132.6600000;135.7000000;131.6400000;134.8400000;42958
VOW3-TDG;D;30.06.2020;0:00:00;134.9000000;135.9600000;133.0200000;135.6400000;51394
VOW3-TDG;D;01.07.2020;0:00:00;134.3600000;136.2000000;131.5400000;133.5200000;46830
VOW3-TDG;D;02.07.2020;0:00:00;134.0000000;139.1600000;133.9400000;137.1000000;82078
VOW3-TDG;D;03.07.2020;0:00:00;137.6400000;140.0000000;134.8600000;136.2800000;58042
VOW3-TDG;D;06.07.2020;0:00:00;138.7000000;141.3600000;137.4200000;139.2600000;97135
VOW3-TDG;D;07.07.2020;0:00:00;138.4400000;139.3800000;136.5000000;137.6600000;35900
VOW3-TDG;D;08.07.2020;0:00:00;137.1800000;138.0800000;135.0000000;136.6200000;41848
VOW3-TDG;D;09.07.2020;0:00:00;138.3600000;138.7000000;135.0000000;136.4600000;52464
VOW3-TDG;D;10.07.2020;0:00:00;135.0200000;140.5000000;133.8200000;140.3600000;96810
VOW3-TDG;D;13.07.2020;0:00:00;141.8800000;143.0200000;136.7000000;137.1000000;120794
VOW3-TDG;D;14.07.2020;0:00:00;137.2000000;139.5600000;135.4800000;137.9000000;46911
VOW3-TDG;D;15.07.2020;0:00:00;138.5400000;143.4200000;138.5400000;141.5800000;116331
VOW3-TDG;D;16.07.2020;0:00:00;140.2200000;142.4800000;140.0000000;142.2600000;49226
VOW3-TDG;D;17.07.2020;0:00:00;142.3800000;146.8200000;141.8000000;144.8800000;105640
VOW3-TDG;D;20.07.2020;0:00:00;144.8800000;145.7000000;141.5600000;144.8600000;65400
VOW3-TDG;D;21.07.2020;0:00:00;146.5000000;148.7000000;144.0800000;144.8600000;110369
VOW3-TDG;D;22.07.2020;0:00:00;144.3200000;145.6800000;142.6000000;144.7800000;51425
VOW3-TDG;D;23.07.2020;0:00:00;144.3600000;148.8000000;143.0200000;143.6600000;89910
VOW3-TDG;D;24.07.2020;0:00:00;142.9600000;143.5000000;140.8200000;142.3200000;62511
VOW3-TDG;D;27.07.2020;0:00:00;142.0000000;142.7800000;140.3600000;141.5400000;35304
VOW3-TDG;D;28.07.2020;0:00:00;141.1800000;142.8200000;139.9200000;141.2200000;28287
VOW3-TDG;D;29.07.2020;0:00:00;140.7200000;141.8000000;136.7000000;139.0000000;90400
VOW3-TDG;D;30.07.2020;0:00:00;139.3000000;139.3000000;127.1600000;130.9600000;306043
VOW3-TDG;D;31.07.2020;0:00:00;130.0000000;131.0600000;124.0200000;125.0600000;207715
VOW3-TDG;D;03.08.2020;0:00:00;126.9000000;132.9600000;126.5600000;131.3200000;135616
VOW3-TDG;D;04.08.2020;0:00:00;132.8000000;134.6800000;131.7000000;134.4200000;92144
VOW3-TDG;D;05.08.2020;0:00:00;134.0000000;136.6400000;133.8000000;134.7400000;58528
VOW3-TDG;D;06.08.2020;0:00:00;135.4800000;137.4400000;133.4000000;135.0000000;76387
VOW3-TDG;D;07.08.2020;0:00:00;134.0000000;134.7800000;131.5200000;133.4400000;40870
VOW3-TDG;D;10.08.2020;0:00:00;134.8800000;134.9400000;131.7000000;133.6800000;40657
VOW3-TDG;D;11.08.2020;0:00:00;134.6000000;141.1400000;134.0800000;138.5800000;179498
VOW3-TDG;D;12.08.2020;0:00:00;139.4000000;142.2400000;139.1800000;140.5800000;85776
VOW3-TDG;D;13.08.2020;0:00:00;141.0400000;141.0400000;138.2000000;138.8200000;64191
VOW3-TDG;D;14.08.2020;0:00:00;139.0000000;139.9600000;136.9800000;138.1000000;36761
VOW3-TDG;D;17.08.2020;0:00:00;138.8600000;140.2000000;138.2200000;138.8600000;29676
VOW3-TDG;D;18.08.2020;0:00:00;139.1800000;140.4200000;137.0000000;138.5800000;34432
VOW3-TDG;D;19.08.2020;0:00:00;138.4200000;139.8800000;137.6800000;138.9600000;28641
VOW3-TDG;D;20.08.2020;0:00:00;137.8000000;138.2800000;135.6600000;136.8600000;55199
VOW3-TDG;D;21.08.2020;0:00:00;138.0000000;138.2400000;134.5800000;136.5600000;56857
VOW3-TDG;D;24.08.2020;0:00:00;137.4000000;138.1000000;134.7600000;137.1000000;84808
VOW3-TDG;D;25.08.2020;0:00:00;138.1000000;139.6000000;136.0200000;136.8000000;87590
VOW3-TDG;D;26.08.2020;0:00:00;137.0400000;139.5000000;135.1000000;139.1800000;49928
VOW3-TDG;D;27.08.2020;0:00:00;138.5000000;142.0000000;138.3400000;139.7000000;87287
VOW3-TDG;D;28.08.2020;0:00:00;140.8400000;142.0000000;139.2800000;139.9400000;63407
VOW3-TDG;D;31.08.2020;0:00:00;140.2600000;141.9200000;139.0000000;139.7000000;61364
VOW3-TDG;D;01.09.2020;0:00:00;140.5000000;141.7800000;137.9200000;140.4200000;79215
VOW3-TDG;D;02.09.2020;0:00:00;141.2400000;141.9600000;139.6600000;141.8000000;78283
VOW3-TDG;D;03.09.2020;0:00:00;141.1000000;145.9000000;141.1000000;142.3800000;154326
VOW3-TDG;D;04.09.2020;0:00:00;143.2000000;145.8200000;141.6000000;144.3400000;119680
VOW3-TDG;D;07.09.2020;0:00:00;144.6400000;150.3000000;144.1800000;150.1000000;164939
VOW3-TDG;D;08.09.2020;0:00:00;151.0000000;152.6400000;147.6600000;149.5800000;131956
VOW3-TDG;D;09.09.2020;0:00:00;149.5200000;151.8800000;148.5000000;151.4200000;100954
VOW3-TDG;D;10.09.2020;0:00:00;151.8400000;152.8000000;149.5200000;150.0000000;80990
VOW3-TDG;D;11.09.2020;0:00:00;150.6800000;151.7600000;148.5400000;150.1600000;49605
VOW3-TDG;D;14.09.2020;0:00:00;151.0000000;151.8800000;147.7600000;148.2200000;61839
VOW3-TDG;D;15.09.2020;0:00:00;148.5000000;150.1800000;146.5600000;148.2600000;60927
VOW3-TDG;D;16.09.2020;0:00:00;148.6000000;149.2600000;147.0000000;148.3600000;41767
VOW3-TDG;D;17.09.2020;0:00:00;147.5000000;148.0000000;144.7400000;147.9400000;51128
VOW3-TDG;D;18.09.2020;0:00:00;147.7000000;148.4800000;141.6400000;142.6400000;112685
VOW3-TDG;D;21.09.2020;0:00:00;142.0000000;142.0800000;132.7000000;135.3200000;179445
VOW3-TDG;D;22.09.2020;0:00:00;134.7000000;136.7600000;133.6600000;136.3600000;91372
VOW3-TDG;D;23.09.2020;0:00:00;136.3600000;139.4600000;134.2400000;134.8400000;82194
VOW3-TDG;D;24.09.2020;0:00:00;134.0200000;137.5800000;133.3200000;137.1000000;67032
VOW3-TDG;D;25.09.2020;0:00:00;137.8200000;137.9800000;132.0000000;134.5600000;105644
VOW3-TDG;D;28.09.2020;0:00:00;135.8000000;138.9800000;135.2600000;138.5000000;80522
VOW3-TDG;D;29.09.2020;0:00:00;138.8800000;139.1000000;137.0200000;138.4200000;43625
VOW3-TDG;D;30.09.2020;0:00:00;137.9000000;139.1400000;137.0400000;138.5600000;50005
VOW3-TDG;D;01.10.2020;0:00:00;134.4000000;135.7000000;132.5000000;134.1600000;135230
VOW3-TDG;D;02.10.2020;0:00:00;132.8200000;133.6000000;129.5800000;132.1800000;99804
VOW3-TDG;D;05.10.2020;0:00:00;133.6000000;136.1400000;132.0000000;135.8600000;69616
VOW3-TDG;D;06.10.2020;0:00:00;135.5000000;139.0600000;134.8000000;136.4000000;91374
VOW3-TDG;D;07.10.2020;0:00:00;136.7000000;139.5000000;135.5400000;138.6200000;64386
VOW3-TDG;D;08.10.2020;0:00:00;139.1400000;140.2000000;137.6800000;137.9600000;54819
VOW3-TDG;D;09.10.2020;0:00:00;138.4200000;139.3000000;136.8400000;137.9400000;40517
VOW3-TDG;D;12.10.2020;0:00:00;138.7000000;140.0600000;137.3600000;139.4200000;59626
VOW3-TDG;D;13.10.2020;0:00:00;139.0600000;139.8800000;137.6200000;138.3200000;45020
VOW3-TDG;D;14.10.2020;0:00:00;138.9000000;139.9600000;138.1000000;138.7400000;51654
VOW3-TDG;D;15.10.2020;0:00:00;138.2400000;138.3000000;132.0200000;134.7400000;147709
VOW3-TDG;D;16.10.2020;0:00:00;136.2600000;139.4400000;134.9000000;137.9000000;107251
VOW3-TDG;D;19.10.2020;0:00:00;138.0000000;140.1200000;137.1400000;137.5600000;64425
VOW3-TDG;D;20.10.2020;0:00:00;137.7800000;140.0600000;137.7800000;138.4200000;58994
VOW3-TDG;D;21.10.2020;0:00:00;139.3000000;139.8000000;136.0200000;136.5400000;62080
VOW3-TDG;D;22.10.2020;0:00:00;135.5200000;138.5000000;134.2600000;138.0000000;52267
VOW3-TDG;D;23.10.2020;0:00:00;137.9000000;139.9000000;137.1400000;138.8600000;69689
VOW3-TDG;D;26.10.2020;0:00:00;136.4000000;138.4000000;134.5200000;135.5000000;69716
VOW3-TDG;D;27.10.2020;0:00:00;135.6800000;136.6000000;130.9800000;131.2400000;91494
VOW3-TDG;D;28.10.2020;0:00:00;130.4400000;130.8000000;124.0200000;125.5000000;181243
VOW3-TDG;D;29.10.2020;0:00:00;128.4000000;129.5000000;126.0800000;127.0000000;134916
VOW3-TDG;D;30.10.2020;0:00:00;125.6000000;127.2600000;123.3800000;126.1000000;110585
VOW3-TDG;D;02.11.2020;0:00:00;125.8800000;128.9000000;123.0000000;127.6800000;113496
VOW3-TDG;D;03.11.2020;0:00:00;129.0000000;133.4600000;128.7000000;132.4200000;107549
VOW3-TDG;D;04.11.2020;0:00:00;131.6000000;133.0000000;127.2800000;131.2200000;81609
VOW3-TDG;D;05.11.2020;0:00:00;132.9800000;136.2200000;132.7000000;135.1000000;97963
VOW3-TDG;D;06.11.2020;0:00:00;135.0000000;136.3800000;132.6600000;133.9600000;53744
VOW3-TDG;D;09.11.2020;0:00:00;136.8800000;144.4400000;135.8000000;141.3600000;278174
VOW3-TDG;D;10.11.2020;0:00:00;142.3600000;150.6000000;141.5200000;148.9600000;241155
VOW3-TDG;D;11.11.2020;0:00:00;149.4200000;151.4000000;147.6800000;149.4000000;154628
VOW3-TDG;D;12.11.2020;0:00:00;148.7000000;150.5200000;148.0200000;148.9600000;105981
VOW3-TDG;D;13.11.2020;0:00:00;149.8600000;151.8400000;149.1000000;150.4000000;92734
VOW3-TDG;D;16.11.2020;0:00:00;151.2200000;155.9600000;151.0600000;153.4200000;176892
VOW3-TDG;D;17.11.2020;0:00:00;153.5000000;154.6000000;152.3800000;153.8400000;92723
VOW3-TDG;D;18.11.2020;0:00:00;153.5000000;154.9000000;152.0000000;153.5000000;73685
VOW3-TDG;D;19.11.2020;0:00:00;153.3000000;153.9600000;152.0200000;152.9800000;62669
VOW3-TDG;D;20.11.2020;0:00:00;152.5800000;153.0000000;150.8800000;151.7600000;43142
VOW3-TDG;D;23.11.2020;0:00:00;152.2000000;154.0400000;149.5400000;150.4800000;64022
VOW3-TDG;D;24.11.2020;0:00:00;151.3000000;156.5000000;151.0400000;156.3000000;138483
VOW3-TDG;D;25.11.2020;0:00:00;156.0000000;156.5000000;151.1400000;152.5600000;85314
VOW3-TDG;D;26.11.2020;0:00:00;152.8600000;153.2400000;148.3400000;149.4600000;75471
VOW3-TDG;D;27.11.2020;0:00:00;149.5000000;149.7800000;144.4600000;146.9200000;133500
VOW3-TDG;D;30.11.2020;0:00:00;145.4600000;145.8600000;141.7600000;141.7600000;177892
VOW3-TDG;D;01.12.2020;0:00:00;143.4800000;147.7200000;142.8000000;147.1000000;144554
VOW3-TDG;D;02.12.2020;0:00:00;146.8400000;146.9800000;143.6800000;146.4600000;74121
VOW3-TDG;D;03.12.2020;0:00:00;146.4200000;147.8400000;145.1000000;145.7200000;44941
VOW3-TDG;D;04.12.2020;0:00:00;146.0200000;146.7000000;143.8000000;145.1800000;70337
VOW3-TDG;D;07.12.2020;0:00:00;144.5000000;144.8800000;141.7800000;144.3600000;85160
VOW3-TDG;D;08.12.2020;0:00:00;144.0400000;144.4200000;142.4800000;143.9400000;48966
VOW3-TDG;D;09.12.2020;0:00:00;144.9800000;148.4600000;144.2200000;147.1600000;99436
VOW3-TDG;D;10.12.2020;0:00:00;147.3400000;147.8400000;143.4200000;144.8600000;90060
VOW3-TDG;D;11.12.2020;0:00:00;144.5000000;144.7800000;139.6600000;140.0600000;141185
VOW3-TDG;D;14.12.2020;0:00:00;139.9800000;142.6000000;139.5800000;139.9400000;80961
VOW3-TDG;D;15.12.2020;0:00:00;140.1600000;151.0000000;140.0400000;150.7400000;286953
VOW3-TDG;D;16.12.2020;0:00:00;151.4800000;157.3000000;150.5200000;155.8400000;256056
VOW3-TDG;D;17.12.2020;0:00:00;155.8000000;157.7600000;153.7800000;154.7600000;106704
VOW3-TDG;D;18.12.2020;0:00:00;154.2800000;155.1600000;151.4000000;153.0200000;79560
VOW3-TDG;D;21.12.2020;0:00:00;151.4400000;151.4400000;144.4800000;150.2600000;182010
VOW3-TDG;D;22.12.2020;0:00:00;149.0000000;150.9000000;147.9600000;149.0200000;63718
VOW3-TDG;D;23.12.2020;0:00:00;149.0000000;153.0600000;148.7800000;152.1400000;70523
VOW3-TDG;D;28.12.2020;0:00:00;154.8000000;156.4000000;152.5200000;153.3400000;104818
VOW3-TDG;D;29.12.2020;0:00:00;153.8000000;154.6000000;151.1200000;151.9600000;53779
VOW3-TDG;D;30.12.2020;0:00:00;152.6000000;152.7600000;150.0200000;152.0200000;34354
VOW3-TDG;D;04.01.2021;0:00:00;152.7600000;154.0000000;146.8600000;148.8000000;137598
VOW3-TDG;D;05.01.2021;0:00:00;148.9000000;150.7600000;146.3000000;147.8600000;87771
VOW3-TDG;D;06.01.2021;0:00:00;149.0000000;150.8200000;145.2800000;147.6600000;132842
VOW3-TDG;D;07.01.2021;0:00:00;148.5000000;149.8600000;147.7800000;148.9600000;94026
VOW3-TDG;D;08.01.2021;0:00:00;149.9800000;150.5000000;145.2000000;147.0800000;155238
VOW3-TDG;D;11.01.2021;0:00:00;146.2600000;146.2600000;143.4200000;145.2200000;114236
VOW3-TDG;D;12.01.2021;0:00:00;145.6600000;145.9400000;141.8000000;145.5000000;143268
VOW3-TDG;D;13.01.2021;0:00:00;145.4800000;147.5200000;144.1600000;145.2400000;77845
VOW3-TDG;D;14.01.2021;0:00:00;145.8000000;151.8200000;145.2000000;150.8200000;214888
VOW3-TDG;D;15.01.2021;0:00:00;150.4800000;154.0800000;149.9800000;151.1000000;145805
VOW3-TDG;D;18.01.2021;0:00:00;150.1000000;152.8000000;149.5000000;151.7400000;41919
VOW3-TDG;D;19.01.2021;0:00:00;151.9800000;153.8200000;150.1000000;152.8800000;81858
VOW3-TDG;D;20.01.2021;0:00:00;153.4000000;157.8600000;152.8000000;157.7200000;152663
VOW3-TDG;D;21.01.2021;0:00:00;157.8800000;162.5600000;157.4200000;162.0600000;218539
VOW3-TDG;D;22.01.2021;0:00:00;161.0000000;170.5200000;158.2400000;165.3400000;249815
VOW3-TDG;D;25.01.2021;0:00:00;165.3000000;169.4400000;158.3600000;160.1600000;161430
VOW3-TDG;D;26.01.2021;0:00:00;158.4800000;163.6000000;157.0000000;162.7000000;90555
VOW3-TDG;D;27.01.2021;0:00:00;163.0600000;163.3400000;158.2200000;158.4600000;90471
VOW3-TDG;D;28.01.2021;0:00:00;158.8800000;160.8000000;155.2600000;159.7000000;104285
VOW3-TDG;D;29.01.2021;0:00:00;158.0200000;159.1400000;155.8200000;157.0600000;77911
VOW3-TDG;D;01.02.2021;0:00:00;158.0000000;159.7800000;156.0800000;157.3800000;60807
VOW3-TDG;D;02.02.2021;0:00:00;157.6600000;163.3800000;157.3000000;162.9600000;73190
VOW3-TDG;D;03.02.2021;0:00:00;163.5600000;167.6200000;163.4400000;165.9400000;102395
VOW3-TDG;D;04.02.2021;0:00:00;165.8000000;167.0200000;163.1000000;164.4600000;52707
VOW3-TDG;D;05.02.2021;0:00:00;165.1000000;165.5800000;162.0200000;162.3600000;56247
VOW3-TDG;D;08.02.2021;0:00:00;163.3000000;164.5200000;161.6400000;164.1800000;48851
VOW3-TDG;D;09.02.2021;0:00:00;163.6800000;164.2000000;162.5800000;163.4600000;24644
VOW3-TDG;D;10.02.2021;0:00:00;164.1000000;165.9800000;160.9400000;162.2400000;47086
VOW3-TDG;D;11.02.2021;0:00:00;162.4400000;165.0000000;161.9800000;164.8400000;52993
VOW3-TDG;D;12.02.2021;0:00:00;163.9600000;164.4600000;160.3600000;161.6800000;71023
VOW3-TDG;D;15.02.2021;0:00:00;161.9600000;164.4000000;161.8000000;162.3800000;46676
VOW3-TDG;D;16.02.2021;0:00:00;162.8000000;164.2600000;162.2600000;162.7400000;48334
VOW3-TDG;D;17.02.2021;0:00:00;163.1800000;163.5200000;161.0200000;161.9600000;54012
VOW3-TDG;D;18.02.2021;0:00:00;161.9800000;169.9200000;161.2200000;168.6400000;209655
VOW3-TDG;D;19.02.2021;0:00:00;169.2000000;173.6400000;168.3200000;171.0800000;163806
VOW3-TDG;D;22.02.2021;0:00:00;170.2000000;174.4800000;169.0200000;173.4400000;90327
VOW3-TDG;D;23.02.2021;0:00:00;173.7000000;175.0000000;170.0200000;171.2200000;78509
VOW3-TDG;D;24.02.2021;0:00:00;170.5000000;173.7400000;170.3200000;173.3200000;47364
VOW3-TDG;D;25.02.2021;0:00:00;173.9800000;174.2400000;168.5800000;170.1000000;64132
VOW3-TDG;D;26.02.2021;0:00:00;168.5200000;175.3000000;167.0600000;172.9000000;92305
VOW3-TDG;D;01.03.2021;0:00:00;174.3800000;176.6200000;173.4600000;175.8000000;75364
VOW3-TDG;D;02.03.2021;0:00:00;175.1600000;178.2400000;174.5400000;176.9600000;85740
VOW3-TDG;D;03.03.2021;0:00:00;178.5000000;187.8200000;178.5000000;185.6400000;271451
VOW3-TDG;D;04.03.2021;0:00:00;184.5000000;190.4600000;183.5800000;188.9000000;203854
VOW3-TDG;D;05.03.2021;0:00:00;188.8400000;196.4000000;186.9200000;196.0200000;237474
VOW3-TDG;D;08.03.2021;0:00:00;196.9800000;198.8600000;191.2400000;196.0800000;220964
VOW3-TDG;D;09.03.2021;0:00:00;195.9200000;196.4600000;190.1800000;193.2800000;126901
VOW3-TDG;D;10.03.2021;0:00:00;192.3000000;197.9800000;190.7600000;197.2400000;118061
VOW3-TDG;D;11.03.2021;0:00:00;197.9800000;197.9800000;191.5800000;192.5400000;136413
VOW3-TDG;D;12.03.2021;0:00:00;193.0000000;193.5600000;188.6200000;191.9200000;140304
VOW3-TDG;D;15.03.2021;0:00:00;193.5000000;197.4400000;191.0200000;196.7600000;169935
VOW3-TDG;D;16.03.2021;0:00:00;197.6000000;212.8500000;197.1000000;210.4500000;470845
VOW3-TDG;D;17.03.2021;0:00:00;210.7500000;240.0000000;209.3500000;231.3000000;700198
VOW3-TDG;D;18.03.2021;0:00:00;233.5000000;251.8500000;213.9000000;219.2500000;848057
VOW3-TDG;D;19.03.2021;0:00:00;217.0000000;229.5000000;216.0000000;225.5000000;277073
VOW3-TDG;D;22.03.2021;0:00:00;229.5000000;239.9500000;225.1000000;239.2500000;409725
VOW3-TDG;D;23.03.2021;0:00:00;237.7500000;242.5000000;224.8000000;226.4000000;330983
VOW3-TDG;D;24.03.2021;0:00:00;227.2000000;229.6000000;216.8000000;219.5000000;243014
VOW3-TDG;D;25.03.2021;0:00:00;220.0000000;228.4500000;217.8500000;228.0500000;168102
VOW3-TDG;D;26.03.2021;0:00:00;229.0500000;233.6500000;224.4500000;227.8500000;158418
VOW3-TDG;D;29.03.2021;0:00:00;228.7500000;233.1000000;224.6000000;232.6000000;132200
VOW3-TDG;D;30.03.2021;0:00:00;232.4500000;241.4000000;232.4500000;240.7500000;204958
VOW3-TDG;D;31.03.2021;0:00:00;240.3000000;241.3500000;235.6500000;239.2500000;127122
VOW3-TDG;D;01.04.2021;0:00:00;239.9500000;241.5000000;234.4000000;241.3000000;149620
VOW3-TDG;D;06.04.2021;0:00:00;244.8000000;249.6500000;244.1000000;246.1500000;155581
VOW3-TDG;D;07.04.2021;0:00:00;246.9500000;249.3000000;240.0500000;241.9500000;138015
VOW3-TDG;D;08.04.2021;0:00:00;242.5000000;244.9500000;236.0500000;239.2500000;126150
VOW3-TDG;D;09.04.2021;0:00:00;239.7500000;240.2500000;236.5000000;237.8000000;70017
VOW3-TDG;D;12.04.2021;0:00:00;238.4500000;239.5500000;235.1000000;236.0000000;88796
VOW3-TDG;D;13.04.2021;0:00:00;235.8000000;238.0500000;232.0500000;233.3500000;87240
VOW3-TDG;D;14.04.2021;0:00:00;233.6000000;234.5500000;231.0500000;232.9000000;69558
VOW3-TDG;D;15.04.2021;0:00:00;233.7500000;238.8500000;233.5500000;238.5000000;58077
VOW3-TDG;D;16.04.2021;0:00:00;239.8000000;245.7500000;239.0000000;245.4500000;131429
VOW3-TDG;D;19.04.2021;0:00:00;246.5000000;247.8500000;239.0500000;241.3500000;136301
VOW3-TDG;D;20.04.2021;0:00:00;241.5000000;244.4000000;234.0500000;235.5500000;106049
VOW3-TDG;D;21.04.2021;0:00:00;236.0500000;236.5000000;222.3500000;230.3500000;206898
VOW3-TDG;D;22.04.2021;0:00:00;230.0000000;232.2500000;227.2000000;229.1000000;82804
VOW3-TDG;D;23.04.2021;0:00:00;230.3500000;233.5000000;228.0000000;229.5500000;56698
VOW3-TDG;D;26.04.2021;0:00:00;229.1500000;230.3500000;224.8500000;227.2500000;77065
VOW3-TDG;D;27.04.2021;0:00:00;227.9000000;228.2000000;223.5000000;226.8500000;60114
VOW3-TDG;D;28.04.2021;0:00:00;226.8500000;227.3500000;223.6000000;223.9500000;46788
VOW3-TDG;D;29.04.2021;0:00:00;224.3500000;224.6500000;214.8000000;217.3000000;180800
VOW3-TDG;D;30.04.2021;0:00:00;215.9500000;221.4000000;215.0500000;216.9000000;85921
VOW3-TDG;D;03.05.2021;0:00:00;217.7500000;223.5500000;214.9500000;222.2000000;92834
VOW3-TDG;D;04.05.2021;0:00:00;221.0000000;221.4000000;209.5000000;213.2500000;169422
VOW3-TDG;D;05.05.2021;0:00:00;214.2000000;218.4500000;211.6500000;217.4000000;102777
VOW3-TDG;D;06.05.2021;0:00:00;219.0000000;223.9500000;209.8000000;212.7500000;189617
VOW3-TDG;D;07.05.2021;0:00:00;213.2000000;214.4000000;206.3000000;211.0500000;143565
VOW3-TDG;D;10.05.2021;0:00:00;212.8500000;213.1500000;210.0500000;210.4500000;63465
VOW3-TDG;D;11.05.2021;0:00:00;209.5000000;210.3500000;205.4000000;209.1000000;93890
VOW3-TDG;D;12.05.2021;0:00:00;207.8000000;209.2500000;203.0500000;203.5500000;110234
